what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1421218750588
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1421218750588
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1421218750588
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1421218750588
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1421218750588
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1421218750588
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1421218750608
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1421218750608
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1421218750608
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1421218750608
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1421218750608
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1421218750608
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1421218750608
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1421218750608
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1421218750608
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1421218750608
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1421218750608
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1421218750608
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1421218750608
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1421218750608
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1421218750608
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1421218750608
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1421218750608
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1421218750608
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1421218750608
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1421218750618
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1421218750618
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1421218750618
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1421218750618
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1421218750618
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1421218750618
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1421218750618
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1421218750618
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1421218750618
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1421218750618
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1421218750618
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1421218750618
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1421218750618
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1421218750618
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1421218750618
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1421218750618
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1421218750618
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1421218750638
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1421218750638
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1421218750638
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1421218750638
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1421218750648
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1421218750648
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1421218750648
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1421218750648
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1421218750648
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1421218750648
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1421218750648
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1421218750648
os,sysinfo,,,"win32",1421218750648
arch,sysinfo,,,"x86_64",1421218750648
ws,sysinfo,,,"win32",1421218750648
locale,sysinfo,,,"en_IN",1421218750648
processors,sysinfo,,,"2",1421218750648
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1421218750648
java.runtime.version,sysinfo,,,"1.7.0_60-b19",1421218750648
java.specification.name,sysinfo,,,"Java Platform API Specification",1421218750648
java.specification.vendor,sysinfo,,,"Oracle Corporation",1421218750648
java.specification.version,sysinfo,,,"1.7",1421218750648
java.vendor,sysinfo,,,"Oracle Corporation",1421218750648
java.version,sysinfo,,,"1.7.0_60",1421218750648
java.vm.info,sysinfo,,,"mixed mode",1421218750648
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1421218750648
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1421218750648
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1421218750648
java.vm.specification.version,sysinfo,,,"1.7",1421218750648
java.vm.vendor,sysinfo,,,"Oracle Corporation",1421218750648
java.vm.version,sysinfo,,,"24.60-b09",1421218750648
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1421218750672
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1421218751190
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1421218751220
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1421218841782
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1421218841812
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1421218850196
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1421218850206
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1421218850256
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1421218850256
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1421218850526
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1421218850526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421218859806
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1421218868254
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1421218868254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421219024032
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1421219030386
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1421219030536
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1421219034576
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1421219034808
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1421219035306
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1421219043878
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1421219043888
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1421219043898
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1421219044169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421219053262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421219053514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421219053724
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1421219056104
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1421219056284
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1421219056394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421219056514
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1421219061206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421219062906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421219063186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421219068932
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1421219072468
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1421219073618
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1421219101658
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1421219107258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421219151088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421220282854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421220291124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421220312654
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1421220335884
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1421220336339
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1421220336449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421220338884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421220338943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421220338996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421220479471
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1421220479491
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1421220480090
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1421220482440
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1421220493320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421220597050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421220733238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421220744578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421221143039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421221216143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421221235925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421221249915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421221354061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421221380743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421221419103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421221500545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421221501705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421221546057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421222060047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421222061697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421224898335
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1421225234182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421225326793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421225793165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421225946437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421226881361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421226889351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421226893755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421227312658
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1421227315188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1421227322360
